lat,lon,alt,tol
47.258836294043626,11.331221906673727,1915,80
47.258918157741164,11.33197888894406,1915.0,80
47.259000021438695,11.332735872384836,1915.0,80
47.259081885136226,11.333492856995955,1915.0,80
47.25916374883374,11.334249842777517,1915.0,80
47.259245612531245,11.335006829729524,1915.0,80
47.259327476228755,11.335763817851975,1915.0,80
47.25940933992626,11.336520807144767,1915.0,80
47.25949120362375,11.337277797608005,1915.0,80
47.25957306732123,11.338034789241688,1915.0,80
47.2596549310187,11.338791782045814,1915.0,80
47.259735717594616,11.3395388155582,1952.5,142
47.25981650417053,11.340285850210396,1990.0,205
47.259897290746444,11.341032886002504,2027.5,268
47.25997807732234,11.34177992293442,2065.0,330
47.26005886389824,11.342526961006246,2102.5,392
47.26013965047413,11.343274000217983,2140.0,455
47.26022043705001,11.34402104056953,2177.5,518
47.26030122362589,11.344768082060988,2215.0,580
47.26030173606918,11.345574979342771,2235.0,580
47.26021657623165,11.346372059869909,2255.0,580
47.26004784109496,11.347139695725897,2275.0,580
47.25979968552737,11.347858984337284,2295.0,580
47.25947821996879,11.348512214063112,2315.0,580
47.25909135996553,11.349083300413943,2335.0,580
47.258648631260115,11.34955818215061,2355.0,580
47.25816093523585,11.349925167503724,2375.0,580
47.25764028049174,11.350175221991075,2395.0,580
47.25709948715684,11.350302190753162,2415.0,580
47.25657800787205,11.350424623710849,2436.4285714285716,580
47.256056528587266,11.350547055462773,2457.857142857143,580
47.255535049302466,11.350669486009041,2479.2857142857147,580
47.255013570017674,11.350791915349648,2500.7142857142862,580
47.25449209073288,11.350914343484595,2522.142857142858,580
47.253970611448096,11.351036770413986,2543.5714285714294,580
47.253449132163304,11.35115919613782,2565.000000000001,580
47.252927652878505,11.351281620656096,2586.4285714285725,580
47.25240617359371,11.351404043968914,2607.857142857144,580
47.25188469430893,11.35152646607628,2629.2857142857156,580
47.25136321502415,11.351648886978188,2650.714285714287,580
47.25084173573936,11.35177130667464,2672.1428571428587,580
47.25032025645458,11.35189372516574,2693.5714285714303,580
47.249798777169794,11.352016142451587,2715.000000000002,580
47.24925116123735,11.352016901537525,2735.000000000002,580
47.248710206690475,11.351891452352561,2755.000000000002,580
47.24818923349191,11.3516428863247,2775.000000000002,580
47.24770106961193,11.351277326109642,2795.000000000002,580
47.24725773516947,11.350803774685822,2815.000000000002,580
47.246870146462754,11.350233893571328,2835.000000000002,580
47.24654784717705,11.349581715633661,2855.000000000002,580
47.246298773387416,11.348863299568624,2875.000000000002,580
47.24612905814314,11.348096334554821,2895.000000000002,580
47.246042880445685,11.347299704810498,2915.000000000002,580
47.245956702748266,11.346503076362213,2915.000000000002,580
47.24587052505084,11.345706449209965,2915.000000000002,580
47.24578434735343,11.344909823353756,2915.000000000002,580
47.245698169656016,11.344113198793483,2915.000000000002,580
47.245611991958604,11.343316575529247,2915.000000000002,580
47.245525814261214,11.342519953560947,2915.000000000002,580
47.24543963656382,11.341723332888686,2915.000000000002,580
47.245353458866454,11.34092671351236,2915.000000000002,580
47.245267281169085,11.340130095432071,2915.000000000002,580
47.24518110347173,11.33933347864772,2915.000000000002,580
47.245094925774374,11.338536863159305,2915.000000000002,580
47.24500874807703,11.337740248966826,2915.000000000002,580
47.2449225703797,11.336943636070384,2915.000000000002,580
47.24483639268236,11.336147024469879,2915.000000000002,580
47.244750214985054,11.335350414165308,2915.000000000002,580
47.24466403728775,11.334553805156675,2915.000000000002,580
47.24457785959045,11.333757197443877,2915.000000000002,580
47.244491681893166,11.332960591027014,2915.000000000002,580
47.244405504195875,11.332163985906087,2915.000000000002,580
47.2443193264986,11.331367382081096,2915.000000000002,580
47.24423314880132,11.33057077955194,2915.000000000002,580
47.244146971104065,11.329774178318718,2915.000000000002,580
47.24406079340682,11.328977578381435,2915.000000000002,580
47.24397461570956,11.328180979739985,2915.000000000002,580
47.24388843801233,11.327384382394369,2915.000000000002,580
47.2438022603151,11.326587786344689,2915.000000000002,580
47.24371608261788,11.325791191590843,2915.000000000002,580
47.243629904920674,11.324994598132832,2915.000000000002,580
47.24354372722348,11.324198005970759,2915.000000000002,580
47.24354320911774,11.323391363980548,2895.000000000002,580
47.24362836342977,11.322594533076574,2875.000000000002,580
47.24379709344161,11.321827132732569,2855.000000000002,580
47.24404524450952,11.321108058061471,2835.000000000002,580
47.24436670635692,11.320455014700169,2815.000000000002,580
47.24475356352361,11.319884082937525,2795.000000000002,580
47.24519629026763,11.319409321809731,2775.000000000002,580
47.2456839851205,11.31904242290501,2755.000000000002,580
47.24620463932076,11.31879242240587,2735.000000000002,580
47.24674543251543,11.318665478464526,2715.000000000002,580
47.24726691166985,11.318543067030289,2693.5714285714303,580
47.24778839082426,11.318420654390902,2672.1428571428587,580
47.24830986997868,11.318298240546262,2650.714285714287,580
47.24883134913309,11.318175825496473,2629.2857142857156,580
47.24935282828751,11.31805340924143,2607.857142857144,580
47.24987430744193,11.317930991781035,2586.4285714285725,580
47.250395786596336,11.317808573115284,2565.000000000001,580
47.25091726575075,11.317686153244182,2543.5714285714294,580
47.25143874490515,11.317563732167724,2522.142857142858,580
47.25196022405955,11.31744130988581,2500.7142857142862,580
47.25248170321396,11.317318886398441,2479.2857142857147,580
47.25300318236837,11.317196461705516,2457.857142857143,580
47.25352466152277,11.317074035807133,2436.4285714285716,580
47.25404614067718,11.316951608703194,2415.0,580
47.25459375660961,11.316950849540719,2395.0,580
47.25513471101955,11.317076313944613,2375.0,580
47.255655683680516,11.31732491501842,2355.0,580
47.25614384639771,11.317690533514877,2335.0,580
47.256587178888914,11.318164168366733,2315.0,580
47.25697476476973,11.31873415822312,2295.0,580
47.25729706035439,11.319386468545549,2275.0,580
47.25754612965295,11.320105037199758,2255.0,580
47.25771583977864,11.320872170031024,2235.0,580
47.257802011953856,11.32166897667668,2215.0,580
47.25788510664649,11.322437327147936,2193.5714285714284,544
47.25796820133913,11.323205678824955,2172.142857142857,509
47.25805129603175,11.323974031707838,2150.7142857142853,473
47.25813439072436,11.32474238579648,2129.2857142857138,437
47.258217485416964,11.325510741090985,2107.857142857142,401
47.258300580109555,11.326279097591252,2086.4285714285706,366
47.25838367480215,11.32704745529738,2064.999999999999,330
47.258466769494746,11.32781581420927,2043.5714285714278,294
47.25854986418732,11.328584174327023,2022.1428571428564,259
47.2586329588799,11.329352535650639,2000.714285714285,223
47.258716053572456,11.330120898180118,1979.2857142857138,187
47.25879914826501,11.330889261915457,1957.8571428571424,151
47.25888224295756,11.331657626856662,1936.428571428571,116
47.2589653376501,11.332425993003728,1914.9999999999998,80
47.25907305200591,11.33342202522063,1914.9999999999998,80
47.25918076636171,11.334418059463927,1914.9999999999998,80
