lat,lon,alt,tol
47.26167659858951,11.35751314369229,1915,80
47.26159489675524,11.356756084014481,1915.0,80
47.261513194921,11.355999025504982,1915.0,80
47.261431493086754,11.355241968163789,1915.0,80
47.26134979125251,11.354484911990902,1915.0,80
47.26126808941828,11.353727856986222,1915.0,80
47.26118638758406,11.352970803149846,1915.0,80
47.26110468574984,11.352213750481779,1915.0,80
47.26102298391562,11.351456698982018,1915.0,80
47.26094128208142,11.350699648650563,1915.0,80
47.26085958024723,11.349942599487314,1915.0,80
47.26077895346955,11.34919551263504,1952.5,142
47.26069832669187,11.348448426920438,1990.0,205
47.260617699914214,11.347701342343608,2027.5,268
47.26053707313655,11.346954258904452,2065.0,330
47.260456446358894,11.346207176602967,2102.5,392
47.26037581958125,11.345460095439254,2140.0,455
47.260295192803596,11.344713015413214,2177.5,518
47.26021456602596,11.343965936524846,2215.0,580
47.260171261356234,11.343161567426794,2235.0,580
47.260170921090335,11.342354671934672,2255.0,580
47.260213547343525,11.341550224174632,2275.0,580
47.260298877327855,11.340753183199753,2295.0,580
47.26042638497173,11.3399684624393,2315.0,580
47.26059528416272,11.339200899428599,2335.0,580
47.260804533593536,11.338455226005157,2355.0,580
47.26105284318166,11.337736039154116,2375.0,580
47.26133868202255,11.337047772682997,2395.0,580
47.26166028782786,11.33639466989896,2415.0,580
47.26166028782786,11.33639466989896,2415.0,0
47.287,11.305,5600,0
47.287,11.305,5600,250
47.28719239004711,11.304230596942576,5600.0,250
47.287384780094186,11.303461191086637,5600.0,250
47.28757717014125,11.302691782432216,5600.0,250
47.28776956018829,11.301922370979213,5600.0,250
47.28796195023531,11.301152956727627,5600.0,250
47.28815434028231,11.300383539677355,5600.0,250
47.2883467303293,11.299614119828501,5600.0,250
47.28853912037627,11.298844697180964,5600.0,250
47.28873151042323,11.29807527173474,5600.0,250
47.288923900470174,11.297305843489731,5600.0,250
47.28911629051709,11.296536412445937,5600.0,250
47.289308680564005,11.295766978603355,5600.0,250
47.28950107061089,11.294997541961987,5600.0,250
