lat,lon,alt,tol
47.26167659858951,11.35751314369229,1915,80
47.26159489675524,11.356756084014481,1915.0,80
47.261513194921,11.355999025504982,1915.0,80
47.261431493086754,11.355241968163789,1915.0,80
47.26134979125251,11.354484911990902,1915.0,80
47.26126808941828,11.353727856986222,1915.0,80
47.26118638758406,11.352970803149846,1915.0,80
47.26110468574984,11.352213750481779,1915.0,80
47.26102298391562,11.351456698982018,1915.0,80
47.26094128208142,11.350699648650563,1915.0,80
47.26085958024723,11.349942599487314,1915.0,80
47.26077895346955,11.34919551263504,1952.5,142
47.26069832669187,11.348448426920438,1990.0,205
47.260617699914214,11.347701342343608,2027.5,268
47.26053707313655,11.346954258904452,2065.0,330
47.260456446358894,11.346207176602967,2102.5,392
47.26037581958125,11.345460095439254,2140.0,455
47.260295192803596,11.344713015413214,2177.5,518
47.26021456602596,11.343965936524846,2215.0,580
47.26004501987443,11.343198688776322,2255.0,580
47.25979610447808,11.342479970439916,2295.0,580
47.25947394898606,11.341827479109424,2335.0,580
47.259086485932855,11.341257281086497,2375.0,580
47.25864325590972,11.340783415730836,2415.0,580
47.258233268206105,11.34034509367087,2415.0,580
47.2578232805025,11.339906775004785,2415.0,580
47.257413292798894,11.33946845973258,2415.0,580
47.2570033050953,11.339030147854256,2415.0,580
47.256593317391726,11.33859183936961,2415.0,580
47.25620585433865,11.338021672366606,2395.0,580
47.255883698846866,11.33736922527697,2375.0,580
47.25563478345083,11.336650563422838,2355.0,580
47.2554652372997,11.335883382033611,2335.0,580
47.25537923523139,11.335086570654273,2315.0,580
47.25528248251619,11.3341901594904,2290.0,580
47.25518572980099,11.333293749964337,2265.0,580
47.255088977085805,11.33239734207608,2240.0,580
47.25499222437063,11.331500935825632,2215.0,580
47.255062072800456,11.330700708528632,2196.818181818182,580
47.25528211323319,11.329961887128027,2178.636363636364,580
47.25563451941361,11.329344325755168,2160.454545454546,580
47.256090741431606,11.32889805663161,2142.272727272728,580
47.256613818647935,11.328659236789266,2124.09090909091,580
47.257161374066534,11.32864721827554,2105.909090909092,580
47.257689047554464,11.328862979378775,2087.727272727274,580
47.258154089742256,11.329289044279397,2069.545454545456,580
47.25851882541472,11.329890897983844,2051.363636363638,580
47.25875370577989,11.33061978218286,2033.1818181818196,580
47.258839702324416,11.3314166456378,2015.0000000000014,580
47.25893644804857,11.332313118662697,1990.0000000000014,455
47.259033193772716,11.333209593325606,1965.0000000000014,330
47.25912993949686,11.334106069626626,1940.0000000000014,205
47.259226685221,11.335002547565658,1915.0000000000014,80
47.25931268176548,11.335799418139139,1915.0000000000014,80
